phone,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,,,,,
2122132810,CAFE CHINA,MANHATTAN,E 37TH ST,10016,Chinese,13,25,25,12,17.84615385,5.9839529,3,5,0,0,0,0,,,,,
2122132838,ISLAND GRAND NEW YORK BAKERY,MANHATTAN,WEST   29 STREET,10001,Tex-Mex,20,12,21,8,14,4.963021151,12,0,0,0,0,0,,,,,
2122133223,ETHOS AUTHENTIC GREEK CUISIN,MANHATTAN,3RD AVE,10016,Greek,16,13,29,12,21.9375,7.523020227,6,0,0,0,0,0,,,,,
2122133317,V {iv} Thai Restaurant & Bar,MANHATTAN,EAST   34 STREET,10016,Thai,38,17,27,12,22.15789474,4.469272362,2,11,0,0,0,0,,,,,
2122133332,BLOCKHEAD'S BURRITOS,MANHATTAN,3 AVENUE,10016,Mexican,12,7,12,6,9.083333333,2.574643253,8,0,0,0,0,0,,,,,
2122133334,GILA'S NOSH,MANHATTAN,EAST   23 STREET,10010,Mediterranean,21,9,93,2,38.95238095,39.5505704,7,0,1,0,0,0,,,,,
2122133587,MASON JAR,MANHATTAN,EAST   30 STREET,10016,American,29,9,31,0,22.17241379,8.635760226,8,5,0,0,0,0,,,,,
2122133998,PETER DILLON'S BAR,MANHATTAN,EAST   40 STREET,10016,Irish,11,9,13,6,10.18181818,2.358736179,9,0,0,0,0,0,,,,,
2122134379,LA POSADA MEXICAN FOOD,MANHATTAN,3RD AVE,10016,Mexican,12,12,35,10,21,12.37299111,7,0,0,0,0,0,,,,,
2122134612,SHAKA BURRITO,MANHATTAN,E 23RD ST,10010,Mexican,29,9,52,3,19.31034483,15.78223108,11,0,0,0,0,0,,,,,
2122134700,BAGEL EXPRESS III,MANHATTAN,3 AVENUE,10010,Bagels/Pretzels,34,11,29,6,18.94117647,8.377246154,10,5,0,0,0,0,,,,,
2122134871,THE HOG PIT NEW YORK CITY,MANHATTAN,WEST   26 STREET,10010,Barbecue,13,9,31,2,18.30769231,12.36517027,7,0,0,0,0,0,,,,,
2122135042,WALDY'S WOOD FIRED PIZZA & PENNE,MANHATTAN,6 AVENUE,10001,Pizza,6,7,9,5,7.333333333,1.505545305,6,0,0,0,0,0,,,,,
2122135363,STARBUCKS COFFEE,MANHATTAN,5 AVENUE,10016,Caf̩/Coffee/Tea,10,5,35,2,15.5,13.99404635,7,0,0,0,0,0,,,,,
2122135558,JOEY PEPPERONI,MANHATTAN,2ND AVE,10016,Pizza,13,4,22,4,13.38461538,6.576960564,6,3,0,0,0,0,,,,,
2122135558,JOEY PEPPERONI,MANHATTAN,BROADWAY,10013,Pizza,16,4,16,9,11.375,2.217355783,11,0,0,0,0,0,,,,,
2122136258,IZAKAYA NOMAD,MANHATTAN,W 26TH ST,10010,Japanese,20,10,24,10,16.35,5.714938872,9,0,0,0,0,0,,,,,
2122136445,LIBRETTO'S PIZZERIA,MANHATTAN,3 AVENUE,10016,American,29,8,26,8,18.55172414,6.9415221,10,4,0,0,0,0,,,,,
2122136519,STARBUCKS,MANHATTAN,BROADWAY,10001,Caf̩/Coffee/Tea,6,7,7,4,6.5,1.224744871,6,0,0,0,0,0,,,,,
2122136969,ESSEN,MANHATTAN,MADISON AVENUE,10010,American,13,8,21,8,12.53846154,4.993585629,10,0,0,0,0,0,,,,,
2122138558,SUBWAY,MANHATTAN,Lexington Ave,10010,Sandwiches,3,2,10,2,7.333333333,4.618802154,3,0,0,0,0,0,,,,,
2122139010,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,PARK AVENUE SOUTH,10016,Donuts,15,2,17,2,13.2,4.491261356,8,0,0,0,0,0,,,,,
2122139119,BONO'S CAFE,MANHATTAN,EAST   28 STREET,10016,Delicatessen,28,8,35,8,20.10714286,9.9231838,12,0,0,0,0,0,,,,,
2122139199,PANINI CAFE,MANHATTAN,1ST AVE,10016,Delicatessen,14,12,30,12,22.78571429,6.435222445,2,3,0,0,0,0,,,,,
2122139615,HALDI,MANHATTAN,Lexington Ave,10016,Indian,7,22,22,4,18,6.608075867,1,4,0,0,0,0,,,,,
2122153542,MANHATTAN TERRACE BAR,QUEENS,ROCKAWAY BOULEVARD,11420,American,2,0,0,0,0,0,2,0,0,0,0,0,,,,,
2122160000,THE AMERICANO HOTEL,MANHATTAN,W 27TH ST,10001,American,9,12,13,4,11.22222222,2.862594006,6,0,0,0,0,0,,,,,
2122160616,NON SOLO PIADA,MANHATTAN,W 37TH ST,10018,Italian,2,7,7,7,7,0,2,0,0,0,0,0,,,,,
2122162000,TASTE NY BISTRO,MANHATTAN,W 34TH ST,10001,American,1,5,5,5,5,#DIV/0!,1,0,0,0,0,0,,,,,
2122162400,JAKE'S CAFE EMPLOYEES CAFETERIA AT JAVED CENTER,MANHATTAN,W 34TH ST,10001,Other,9,10,12,0,8.666666667,3.605551275,5,0,0,0,0,0,,,,,
2122162404,CENTER PLATE- CONCOURSE CAFE-JACOB K JAVITS CONVENTION CENTER,MANHATTAN,W 34TH ST,10001,Caf̩/Coffee/Tea,6,13,13,0,8.5,5.08920426,4,0,0,0,0,0,,,,,
2122162404,STARBUCKS,MANHATTAN,WEST   34 STREET,10001,Caf̩/Coffee/Tea,7,13,12,8,10,1.632993162,7,0,0,0,0,0,,,,,
2122162426,CAFE KITCHEN (CENTERPLATE CAFE AND KITCHEN),MANHATTAN,WEST   34 STREET,10001,American,21,10,42,4,19.85714286,14.49236252,9,0,0,0,0,0,,,,,
2122162426,MARKET PLACE (CENTERPLATE),MANHATTAN,WEST   34 STREET,10001,American,10,10,16,2,10.2,5.072803301,7,0,0,0,0,0,,,,,
2122162434,STARBUCKS,MANHATTAN,W 34TH ST,10001,American,2,3,3,2,2.5,0.707106781,2,0,0,0,0,0,,,,,
2122169196,STOP & EAT,MANHATTAN,W 31ST ST,10001,Sandwiches/Salads/Mixed Buffet,3,9,9,2,6.666666667,4.041451884,3,0,0,0,0,0,,,,,
2122169421,INTERNATIONAL GOURMET KITCHEN,MANHATTAN,8 AVENUE,10018,American,19,12,22,2,14.63157895,5.756257719,7,4,0,0,0,0,,,,,
2122169487,THE KUNJIP,MANHATTAN,W 32ND ST,10001,Korean,22,5,47,5,24.72727273,15.98565374,6,3,0,0,0,0,,,,,
2122169693,STATE GRILL AND BAR,MANHATTAN,5TH AVE,10118,American,2,8,8,8,8,0,2,0,0,0,0,0,,,,,
2122170442,RADIANCE TEA HOUSE & BOOKS,MANHATTAN,WEST   55 STREET,10019,Asian,15,5,21,5,13.13333333,6.139644786,7,0,0,0,0,0,,,,,
2122172332,MARKLE RESIDENCE,MANHATTAN,W 13TH ST,10011,American,1,7,7,7,7,#DIV/0!,1,0,0,0,0,0,,,,,
2122175770,FIT CAFETERIA (BUILDING A ) (8th ave),MANHATTAN,WEST   27 STREET,10001,American,7,9,9,7,7.857142857,1.069044968,7,0,0,0,0,0,,,,,
2122175773,FASHION INSTITUTE OF TECHNOLOGY DAVID DUBINSKY STUDENT CENTER,MANHATTAN,WEST   27 STREET,10001,American,16,9,41,6,19.5,13.26649916,6,3,0,0,3,0,,,,,
2122175776,STARBUCKS,MANHATTAN,WEST   27 STREET,10001,Caf̩/Coffee/Tea,7,10,12,4,8.571428571,3.359421719,7,0,0,0,0,0,,,,,
2122181450,HARRY'S ITALIAN PIZZA PARLOR,MANHATTAN,ROCKEFELLER PLAZA,10112,Italian,13,7,18,5,12.53846154,5.316881677,7,0,0,0,0,0,,,,,
2122187843,BEN & JERRY'S,MANHATTAN,ROCKEFELLER CENTER,10020,"Ice Cream, Gelato, Yogurt, Ices",10,7,10,2,7.6,2.75680975,8,0,0,0,0,0,,,,,
2122188663,PULSE CAFE,MANHATTAN,ROCKEFELLER PLAZA,10111,American,5,5,10,5,8.8,2.167948339,5,0,0,0,0,0,,,,,
2122190019,PEPE ROSSO SOCIAL,MANHATTAN,MOTT ST,10013,Italian,22,9,25,0,17,7.745966692,8,0,0,0,0,0,,,,,
2122190101,SOCARRAT NOLITA,MANHATTAN,MULBERRY STREET,10012,Spanish,27,18,28,9,16.03703704,6.964091865,9,2,0,0,0,0,,,,,
2122190212,EXCELLENT DUMPLING HOUSE,MANHATTAN,LAFAYETTE ST,10013,Chinese,34,32,36,12,26.61764706,7.152091052,3,13,0,0,0,0,,,,,
2122190500,NOBU NEW YORK,MANHATTAN,HUDSON STREET,10013,Japanese,18,11,14,7,11.27777778,1.934381055,11,0,0,0,0,0,,,,,
2122190579,SUBWAY,MANHATTAN,CHURCH STREET,10013,Sandwiches/Salads/Mixed Buffet,9,20,20,7,11.66666667,6.264982043,6,0,0,0,0,0,,,,,
2122190600,TAIM,MANHATTAN,SPRING STREET,10012,Mediterranean,22,7,52,7,25.54545455,18.80153812,5,3,0,0,0,0,,,,,
2122190640,SOUTH'S,MANHATTAN,CHURCH STREET,10013,American,12,9,13,4,9.583333333,2.906367096,10,0,0,0,0,0,,,,,
2122190666,BUBBY'S,MANHATTAN,HUDSON STREET,10013,American,27,9,29,9,18.48148148,7.218407934,11,0,0,0,0,0,,,,,
2122190736,DIXON PLACE,MANHATTAN,CHRYSTIE STREET,10002,American,6,2,38,2,20.5,19.20156244,3,0,0,0,0,0,,,,,
2122190764,THE MUSKET ROOM,MANHATTAN,ELIZABETH ST,10012,American,10,7,17,7,11.1,4.228212125,7,0,0,0,0,0,,,,,
2122190900,JUNG SIK,MANHATTAN,HARRISON STREET,10013,Korean,16,10,45,10,20.25,14.97330959,8,0,4,0,0,0,,,,,
2122190981,TAO HONG BAKERY,MANHATTAN,CHRYSTIE STREET,10002,Bakery,12,9,17,9,11.83333333,3.242707436,9,0,0,0,0,0,,,,,
2122191019,ANTIQUE GARAGE,MANHATTAN,MERCER STREET,10013,Mediterranean,5,5,11,5,8.8,3.033150178,5,0,0,0,0,0,,,,,
2122191318,388 CAFE & DELI,MANHATTAN,ELDRIDGE STREET,10002,Chinese,9,12,12,9,10.88888889,1.364225462,9,0,0,0,0,0,,,,,
2122191728,EAST NOODLE VILLAGE,MANHATTAN,CHRYSTIE ST,10002,Chinese,23,5,47,3,28.65217391,15.14958354,3,4,1,0,0,0,,,,,
2122191788,CHEF 28 LOUNGE,MANHATTAN,HENRY ST,10002,Chinese,11,19,25,19,22.81818182,3.027149875,0,4,0,0,0,0,,,,,
2122192000,TIJUANA PICNIC,MANHATTAN,ESSEX ST,10002,Mexican,13,7,20,3,13,5.582711408,5,0,0,0,0,0,,,,,
2122192012,Sweets Bakery,MANHATTAN,WALKER ST,10013,Bakery,23,22,45,2,26.60869565,13.35099292,4,4,0,0,0,0,,,,,
2122192129,SOHO PARK,MANHATTAN,PRINCE STREET,10012,American,15,11,22,9,13.46666667,5.449333729,11,0,0,0,0,0,,,,,
2122192228,CHANG LE XIN FAN ZHUANG,MANHATTAN,ELDRIDGE STREET,10002,Chinese,63,13,32,11,23.96825397,6.4582237,8,15,6,0,0,0,,,,,
2122192268,EAST DUMPLING,MANHATTAN,ELDRIDGE ST,10002,Chinese,5,12,20,12,16.8,4.38178046,2,0,0,0,0,0,,,,,
2122192282,MING KEE KITCHEN,MANHATTAN,GRAND ST STORE B,10002,Chinese,12,25,26,22,24.41666667,1.831955405,0,0,0,0,0,5,,,,,
2122192338,ROYAL SEAFOOD CUISINE,MANHATTAN,MOTT ST,10013,Chinese,3,13,13,13,13,0,3,0,0,0,0,0,,,,,
2122192373,BENVENUTO CAFE,MANHATTAN,FRANKLIN STREET,10013,American,26,11,26,2,13.57692308,6.530991208,13,0,0,0,0,0,,,,,
2122192516,BURGER KING,MANHATTAN,CANAL STREET,10013,American,13,13,19,5,13.07692308,4.64509667,9,0,0,0,0,0,,,,,
2122192527,NEW YORK OPEN CENTER,MANHATTAN,EAST 30 STREET,10016,American,5,4,10,2,6,3.741657387,5,0,0,0,0,0,,,,,
2122192725,STARBUCKS,MANHATTAN,CANAL STREET,10013,Caf̩/Coffee/Tea,4,7,7,3,5,2.309401077,4,0,0,0,0,0,,,,,
2122192773,DOMINIQUE ANSEL BAKERY,MANHATTAN,SPRING STREET,10012,French,27,3,43,3,17.66666667,13.08551754,11,0,0,0,2,0,,,,,
2122192777,BATARD,MANHATTAN,WEST BROADWAY,10013,French,13,9,12,7,9.307692308,1.931519928,9,0,0,0,0,0,,,,,
2122192828,JOY LUCK PALACE,MANHATTAN,MOTT ST,10013,Chinese,11,12,18,9,13.36363636,3.880018744,2,4,0,0,0,0,,,,,
2122192922,TO TWO BOONSIK,MANHATTAN,CANAL ST,10002,Asian,5,12,12,12,12,0,3,0,0,0,0,0,,,,,
2122192961,STARBUCKS,MANHATTAN,SPRING STREET,10012,Caf̩/Coffee/Tea,5,4,12,4,9,4.123105626,5,0,0,0,0,0,,,,,
2122192970,B FLAT,MANHATTAN,CHURCH STREET,10013,Japanese,13,12,19,5,13.30769231,4.385290097,9,0,0,0,0,0,,,,,
2122193328,BEST FUZHOU RESTAURANT,MANHATTAN,ELDRIDGE ST,10002,Chinese,14,20,20,12,16.78571429,2.939873661,2,5,0,0,0,0,,,,,
2122193338,JAYA,MANHATTAN,BAXTER ST,10013,Asian,17,18,24,2,14.94117647,6.148887991,4,4,0,0,0,0,,,,,
2122193434,THE BUTCHER'S DAUGHTER,MANHATTAN,KENMARE STREET,10012,Vegetarian,13,8,23,7,13.23076923,7.049277104,7,4,0,0,0,0,,,,,
2122193434,THE BUTHCHER'S DAUGHTER MARKET,MANHATTAN,ELIZABETH STREET,10012,"Juice, Smoothies, Fruit Salads",18,8,20,7,13.05555556,3.420908414,12,0,0,0,0,0,,,,,
2122193686,YEE LI RESTAURANT,MANHATTAN,ELIZABETH STREET,10013,Chinese,71,20,77,2,32.02816901,18.8179032,4,22,6,0,1,0,,,,,
2122194080,PIACERE,MANHATTAN,BROOME STREET,10013,Italian,19,10,17,8,12.78947368,3.101593629,9,0,0,0,0,0,,,,,
2122195029,NOBU 195,MANHATTAN,BROADWAY,10007,Japanese,3,22,22,22,22,0,0,0,0,3,0,0,,,,,
2122197693,ESTELA,MANHATTAN,E HOUSTON STREET,10012,American,16,2,23,0,13.3125,6.886883669,10,0,0,0,0,0,,,,,
2122197766,PIZZA,MANHATTAN,HESTER ST,10002,Pizza,6,9,9,5,8.333333333,1.632993162,6,0,0,0,0,0,,,,,
2122198066,CANTON LOUNGE,MANHATTAN,MOTT ST,10013,Chinese,44,24,55,2,28.31818182,13.86273695,4,8,1,0,0,0,,,,,
2122198110,BABY GRAND,MANHATTAN,LAFAYETTE STREET,10013,American,12,9,17,5,10.5,3.729489363,9,0,0,0,0,0,,,,,
2122198119,SESSANTA,MANHATTAN,THOMPSON ST,10012,American,13,26,26,8,18.30769231,7.040177737,2,2,0,0,0,0,,,,,
2122198223,NOODLE Q,MANHATTAN,E BROADWAY,10038,Chinese,53,12,72,9,40.1509434,19.51567046,8,0,16,0,0,0,,,,,
2122198341,SAIGON VIETNAMESE SANDWICH,MANHATTAN,BROOME ST,10013,Vietnamese/Cambodian/Malaysia,13,22,22,11,16.15384615,4.99743524,4,5,0,0,0,0,,,,,
2122198392,TOMS,MANHATTAN,ELIZABETH ST,10012,Caf̩/Coffee/Tea,4,7,7,2,5.75,2.5,3,0,0,0,0,0,,,,,
2122198434,LUCKY STARS BAKERY,MANHATTAN,GRAND ST,10002,Chinese,22,12,57,7,29.40909091,22.33651525,8,0,0,0,2,0,,,,,
2122198496,The Ship,MANHATTAN,LAFAYETTE ST,10013,American,9,2,13,2,8.888888889,3.919325339,6,0,0,0,0,0,,,,,
2122198689,PERPETUUM CAFE,MANHATTAN,W 25TH ST,10001,Caf̩/Coffee/Tea,11,7,23,2,15.18181818,8.022695081,5,0,0,0,0,0,,,,,
2122198722,GROUND SUPPORT CAFE,MANHATTAN,WEST BROADWAY,10012,American,9,7,17,0,9.111111111,6.293735863,6,0,0,0,0,0,,,,,
2122198785,FUNG TU,MANHATTAN,ORCHARD ST,10002,Chinese,23,8,17,8,11.86956522,2.958874906,11,0,0,0,0,0,,,,,
2122198787,STARBUCKS,MANHATTAN,BROADWAY,10013,Caf̩/Coffee/Tea,8,5,7,5,6.125,0.83452296,8,0,0,0,0,0,,,,,
2122198833,HOMETOWN HOTPOT & BBQ,MANHATTAN,GRAND ST,10013,Chinese,4,10,10,0,5.5,5.259911279,3,0,0,0,0,0,,,,,
2122198850,C & L  DUMPLING HOUSE,MANHATTAN,CHRISTIE ST,10002,Chinese,17,9,22,9,12.88235294,4.910223428,11,3,0,0,0,0,,,,,
2122198888,MOONCAKE FOODS,MANHATTAN,WATTS STREET,10013,Asian,27,10,52,2,30.07407407,17.72856436,7,5,0,0,0,0,,,,,
2122198890,THE INTERNATIONAL CULINARY INSTITUTE,MANHATTAN,BROADWAY,10013,American,11,3,22,3,12,7,8,0,0,0,0,0,,,,,
2122199068,IL PICCOLO BUFALO,MANHATTAN,MULBERRY STREET,10013,Italian,19,31,31,8,19.73684211,10.0600536,8,0,0,0,0,0,,,,,
2122199191,POPEYES LOUISIANA KITCHEN,MANHATTAN,WALKER STREET,10013,American,6,4,10,2,5.833333333,3.371448749,6,0,0,0,0,0,,,,,
2122199228,GRAND BO KY RESTAURANT,MANHATTAN,GRAND STREET,10013,Chinese,55,10,73,7,33.41818182,23.13702413,9,10,0,0,2,0,,,,,
2122199299,SUBWAY,MANHATTAN,CANAL ST,10013,Sandwiches/Salads/Mixed Buffet,11,11,13,5,10.72727273,2.935673997,11,0,0,0,0,0,,,,,
2122199545,CAFE KATJA,MANHATTAN,ORCHARD STREET,10002,Eastern European,14,9,19,9,12.64285714,3.607836404,8,0,0,0,0,0,,,,,
2122199799,SOFIA'S LITTLE ITALY,MANHATTAN,MULBERRY STREET,10013,Italian,17,7,21,7,15.70588235,5.508682986,8,0,0,0,0,0,,,,,
2122199876,HUA JI PORK CHOP FAST FOOD,MANHATTAN,ALLEN ST,10002,Chinese,26,25,71,2,34.03846154,23.98746468,3,7,0,0,1,0,,,,,
2122200415,LA COLOMBE,MANHATTAN,WALL ST,10005,Caf̩/Coffee/Tea,4,9,12,9,10.5,1.732050808,4,0,0,0,0,0,,,,,
2122210100,TONY'S DI NAPOLI,MANHATTAN,WEST 43RD STREET,10036,Italian,21,10,21,7,13.61904762,4.663434255,10,0,0,0,0,0,,,,,
2122210144,KELLARI TAVERNA,MANHATTAN,WEST   44 STREET,10036,Greek,37,10,40,7,22.81081081,9.08856986,10,3,0,0,0,0,,,,,
2122210260,ZEST SZECHUAN,MANHATTAN,W 39TH ST,10018,Chinese,23,23,41,4,25.7826087,11.43342994,0,0,5,0,2,5,,,,,
2122210301,PAX,MANHATTAN,WEST   40 STREET,10018,American,7,11,11,5,7.428571429,2.507132682,7,0,0,0,0,0,,,,,
2122210308,DEAN & DELUCA,MANHATTAN,8 AVENUE,10018,American,31,8,42,8,26.4516129,12.11841219,6,7,5,0,0,0,,,,,
2122210422,SUBWAY,MANHATTAN,7TH AVE,10018,Sandwiches/Salads/Mixed Buffet,2,4,4,4,4,0,2,0,0,0,0,0,,,,,
2122211188,HAMPTON INN TIMES SQUARE,MANHATTAN,W 41ST ST,10036,American,6,13,13,11,12,1.095445115,6,0,0,0,0,0,,,,,
2122211400,MR.ROTI LLC,MANHATTAN,AVE AMERICAS,10036,Caf̩/Coffee/Tea,9,12,32,0,17.33333333,11.66190379,5,0,0,0,0,0,,,,,
2122211822,DISTRICT TAP HOUSE,MANHATTAN,W 38TH ST,10018,American,19,10,24,7,16.94736842,5.671308728,8,0,0,0,0,0,,,,,
2122212355,SEXY SHAKES,MANHATTAN,W 40TH ST,10018,"Juice, Smoothies, Fruit Salads",2,10,10,5,7.5,3.535533906,1,0,0,0,0,0,,,,,
2122212672,COPACABANA,MANHATTAN,8 AVENUE,10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,10,27,10,18.61111111,6.509168998,4,5,0,0,0,0,,,,,
2122213005,SPICE GRILL,MANHATTAN,W 48TH ST,10036,Indian,14,11,20,0,10.42857143,7.271803138,7,0,0,0,0,0,,,,,
2122213044,NEW YORK KIMCHI,MANHATTAN,W 48TH ST,10036,Korean,19,12,26,8,16.26315789,5.781600175,7,4,0,0,0,0,,,,,
2122213333,ANTALIA TURKISH CUISINE,MANHATTAN,WEST   45 STREET,10036,Turkish,44,7,52,4,25.77272727,16.63404136,12,0,4,0,0,0,,,,,
2122213339,BONCHON,MANHATTAN,WEST   38 STREET,10018,Chicken,46,13,58,2,32.10869565,16.79051089,12,0,4,0,0,0,,,,,
2122213514,CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,10018,Mexican,2,4,4,4,4,0,2,0,0,0,0,0,,,,,
2122213800,CARMINE'S,MANHATTAN,WEST   44 STREET,10036,Italian,14,13,19,5,12.71428571,4.357638235,11,0,0,0,0,0,,,,,
2122213863,MCDONALD'S,MANHATTAN,8 AVENUE,10036,Hamburgers,28,12,48,3,21.71428571,14.01812885,10,0,4,0,0,0,,,,,
2122215849,AYA SUSHI,MANHATTAN,W 39TH ST,10018,Japanese,27,12,44,10,20.81481481,11.35794211,10,5,0,0,0,0,,,,,
2122217003,SUBWAY,MANHATTAN,WEST   37 STREET,10018,Sandwiches/Salads/Mixed Buffet,17,11,22,2,14.41176471,6.374351178,10,0,0,0,0,0,,,,,
2122217200,MAPLE RESTAURANT,MANHATTAN,W 47TH ST,10036,American,29,10,42,5,23.48275862,13.6685789,10,0,0,0,0,0,,,,,
2122217237,SAVOUR SICHUAN,MANHATTAN,W 39TH ST,10018,Chinese,41,35,65,11,36.92682927,17.35423615,2,0,13,0,0,6,,,,,
2122217515,STARBUCKS,MANHATTAN,BROADWAY,10036,Caf̩/Coffee/Tea,12,0,20,0,12.58333333,6.960385743,6,0,0,0,0,0,,,,,
2122217530,RE SETTE,MANHATTAN,WEST   45 STREET,10036,Italian,32,7,65,6,34.4375,25.0559857,12,0,0,0,0,0,,,,,
2122217565,SUBWAY,MANHATTAN,WEST   46 STREET,10036,Sandwiches/Salads/Mixed Buffet,39,12,46,7,20.61538462,11.58632448,18,0,0,0,0,0,,,,,
2122217600,OLYMPIC PITA,MANHATTAN,W 46TH ST,10036,Mediterranean,11,9,110,2,72.63636364,51.87537514,3,0,0,0,1,0,,,,,
2122217853,SOPHIE'S CUBAN CUISINE,MANHATTAN,AVENUE OF THE AMERICAS,10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5,17,17,15,15.8,1.095445115,0,2,0,0,0,0,,,,,
2122218440,SARDIS RESTAURANT,MANHATTAN,WEST   44 STREET,10036,American,13,13,16,9,12.61538462,2.501281723,10,0,0,0,0,0,,,,,
2122219000,DALLAS BBQ,MANHATTAN,WEST 42 STREET,10036,Barbecue,16,12,17,8,12.875,2.418677324,10,0,0,0,0,0,,,,,
2122219510,JIMMY'S CORNER,MANHATTAN,WEST   44 STREET,10036,American,26,12,28,6,19.76923077,7.511632005,5,7,0,0,0,0,,,,,
2122219666,HALE & HEARTY SOUP,MANHATTAN,7 AVENUE,10019,Soups & Sandwiches,5,3,3,2,2.2,0.447213595,4,0,0,0,0,0,,,,,
2122220082,TACO HUT,MANHATTAN,BROADWAY,10027,Tex-Mex,19,12,66,9,30.63157895,27.77130919,12,0,0,0,0,0,,,,,
2122220092,Seasoned Vegan,MANHATTAN,ST. NICHOLAS AVENUE,10026,Vegetarian,11,10,19,2,11,6.131883887,6,0,0,0,0,0,,,,,
2122220098,TROPICAL SENSATION,MANHATTAN,AMSTERDAM AVENUE,10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",42,10,41,7,23.64285714,12.72566339,12,0,5,0,0,0,,,,,
2122220191,PINKBERRY,MANHATTAN,BROADWAY,10025,"Ice Cream, Gelato, Yogurt, Ices",13,14,19,9,15.69230769,3.520999275,2,3,0,0,0,0,,,,,
2122220229,NARUTO RAMEN,MANHATTAN,BROADWAY,10025,Japanese,12,3,20,3,15.66666667,5.122736011,0,0,0,0,0,1,,,,,
2122220259,CREPES ON COLUMBUS,MANHATTAN,COLUMBUS AVENUE,10025,French,21,8,24,2,16.76190476,7.816039674,8,0,0,0,0,0,,,,,
2122220280,PLOWSHARES COFFEE,MANHATTAN,BROADWAY,10025,Caf̩/Coffee/Tea,3,5,5,2,3,1.732050808,3,0,0,0,0,0,,,,,
2122220410,LENNY'S BAGELS,MANHATTAN,BROADWAY,10025,Bagels/Pretzels,37,11,41,11,24.48648649,10.23236049,8,4,4,0,0,0,,,,,
2122220683,CAFE AMRITA,MANHATTAN,WEST  110 STREET,10026,American,22,7,23,7,15.45454545,6.508070248,11,0,0,0,0,0,,,,,
2122220700,DUNKIN' DONUTS,MANHATTAN,WEST  110 STREET,10026,American,10,8,12,3,9.7,2.830390629,6,0,0,0,0,0,,,,,
2122221104,EL NUEVO TINA RESTAURANT,MANHATTAN,W 125TH ST,10027,Spanish,21,13,27,9,16.76190476,6.220166894,8,2,0,0,0,0,,,,,
2122221118,HUNAN CHEN'S KITCHEN,MANHATTAN,COLUMBUS AVE,10025,Chinese,49,5,68,5,28.26530612,20.83444215,7,6,0,0,2,0,,,,,
2122221304,CAPRI RESTAURANT,MANHATTAN,COLUMBUS AVE,10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",39,22,54,6,26.48717949,16.00143381,3,10,0,0,2,4,,,,,
2122221478,ATOMIC WINGS,MANHATTAN,FREDERICK DOUGLASS BOULEVARD,10026,Chicken,3,10,10,8,9.333333333,1.154700538,3,0,0,0,0,0,,,,,
2122221566,KORONET PIZZA,MANHATTAN,BROADWAY,10025,Pizza,31,2,22,2,16.35483871,4.94333482,12,3,0,0,0,0,,,,,
2122221712,CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,10025,Mexican,29,11,50,5,25.68965517,18.99079372,12,0,0,0,3,0,,,,,
2122221922,HARLEM BAR-B-Q/NABE HARLEM,MANHATTAN,8 AVENUE,10027,Barbecue,36,3,52,3,22.55555556,15.34637127,12,3,0,0,0,1,,,,,
2122221987,CAFE FREDERICK HARLEM PARLOR,MANHATTAN,FREDERICK DOUGLASS BLVD,10026,American,26,4,47,4,19.53846154,14.53886039,9,3,0,0,0,0,,,,,
2122221998,Tum & Yum,MANHATTAN,COLUMBUS AVE,10025,Thai,18,20,26,9,17.33333333,6.816933932,6,0,0,0,0,0,,,,,
2122222000,DOMINO'S,MANHATTAN,AMSTERDAM AVE,10025,Pizza,1,10,10,10,10,#DIV/0!,1,0,0,0,0,0,,,,,
2122222241,IL CAFFE LATTE,MANHATTAN,LENOX AVENUE,10026,Caf̩/Coffee/Tea,11,5,20,5,12.45454545,6.470913944,7,0,0,0,0,0,,,,,
2122222279,PRESSED JUICERY,MANHATTAN,BROADWAY,10025,"Bottled beverages, including water, sodas, juices, etc.",1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
2122222300,FLAFEL ON BROADWAY,MANHATTAN,BROADWAY,10027,Middle Eastern,14,6,17,5,11.21428571,4.423339696,9,0,0,0,0,0,,,,,
2122222381,QUE RICO POLLO RESTAURANT & GRILL,MANHATTAN,SAINT NICHOLAS AVE,10026,Spanish,42,12,69,4,23.14285714,19.98971861,8,9,0,0,2,0,,,,,
2122222520,SUBWAY,MANHATTAN,CENTRAL PARK NORTH,10026,American,5,5,10,3,7.6,3.361547263,5,0,0,0,0,0,,,,,
2122222636,JOHAL DELI,MANHATTAN,COLUMBUS AVE,10025,Pakistani,38,10,58,2,29.36842105,19.10910502,4,6,0,0,0,0,,,,,
2122222752,ACQUA,MANHATTAN,AMSTERDAM AVENUE,10025,Italian,37,12,56,7,28.37837838,18.93461168,10,0,11,0,0,0,,,,,
